"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_900087465.1","GCF_900087475.1","GCF_900087485.1","GCF_900087495.1","GCF_900087505.1","GCF_900087515.1","GCF_900087535.1","GCF_900087545.1","GCF_900087575.1","GCF_900087585.1","GCF_900087595.1","GCF_900087665.1","GCF_900087695.1","GCF_900087755.1","GCF_900087765.1","GCF_900087825.1","GCF_900087835.1","GCF_900087845.1","GCF_900087885.1","GCF_900087925.1"
"radA","","DNA repair protein RadA","20","20","1","1","273","","","","1346","1346","1346","BJDFHBJJ_00717","FHFNEIGL_00808","NPNHHEFA_01447","EKGGEFJM_00496","IPCEDBCE_00466","BPLIIOBE_00463","LAKMDKJD_00686","HCNCMENI_01486","ABPCLIDI_01202","DPDPODFO_00268","GEBNMNOD_01412","FPOKCNBF_01000","JPMNGIHJ_00545","IENJPBOG_00432","EKEBIHOE_00646","KADELANJ_00003","NDKHHKNJ_01062","PDJHNNAA_01032","PHDCEHKO_01063","OOEMJHNJ_00536"
"acpS","","Holo-[acyl-carrier-protein] synthase","20","20","1","4","150","","","","359","359","359","BJDFHBJJ_00086","FHFNEIGL_00085","NPNHHEFA_00084","EKGGEFJM_00082","IPCEDBCE_00253","BPLIIOBE_00257","LAKMDKJD_00084","HCNCMENI_00084","ABPCLIDI_00796","DPDPODFO_00150","GEBNMNOD_00573","FPOKCNBF_00018","JPMNGIHJ_00192","IENJPBOG_00106","EKEBIHOE_01122","KADELANJ_01150","NDKHHKNJ_00233","PDJHNNAA_01110","PHDCEHKO_01083","OOEMJHNJ_01148"
"pal","","Outer membrane protein P6","20","20","1","2","181","","","","539","539","539","BJDFHBJJ_01463","FHFNEIGL_01393","NPNHHEFA_01388","EKGGEFJM_01412","IPCEDBCE_01483","BPLIIOBE_01463","LAKMDKJD_01478","HCNCMENI_01404","ABPCLIDI_01525","DPDPODFO_01454","GEBNMNOD_01280","FPOKCNBF_00757","JPMNGIHJ_01423","IENJPBOG_01534","EKEBIHOE_01475","KADELANJ_01000","NDKHHKNJ_01312","PDJHNNAA_01518","PHDCEHKO_01212","OOEMJHNJ_01555"
"group_1394","","hypothetical protein","20","20","1","2","373","","","","452","452","452","BJDFHBJJ_00283","FHFNEIGL_00180","NPNHHEFA_00281","EKGGEFJM_00181","IPCEDBCE_00353","BPLIIOBE_00353","LAKMDKJD_00284","HCNCMENI_00183","ABPCLIDI_01440","DPDPODFO_00437","GEBNMNOD_00323","FPOKCNBF_00789","JPMNGIHJ_00391","IENJPBOG_00809","EKEBIHOE_00667","KADELANJ_00686","NDKHHKNJ_00793","PDJHNNAA_00323","PHDCEHKO_00608","OOEMJHNJ_00161"
"group_1395","","hypothetical protein","20","20","1","1","681","","","","575","575","575","BJDFHBJJ_00555","FHFNEIGL_00624","NPNHHEFA_00416","EKGGEFJM_00609","IPCEDBCE_00599","BPLIIOBE_00768","LAKMDKJD_00466","HCNCMENI_00619","ABPCLIDI_00706","DPDPODFO_00824","GEBNMNOD_00084","FPOKCNBF_00616","JPMNGIHJ_00318","IENJPBOG_00304","EKEBIHOE_00147","KADELANJ_00390","NDKHHKNJ_00086","PDJHNNAA_00060","PHDCEHKO_00289","OOEMJHNJ_00976"
"atpF_2","","ATP synthase subunit b, sodium ion specific","20","20","1","2","168","","","","434","434","434","BJDFHBJJ_01475","FHFNEIGL_01404","NPNHHEFA_01399","EKGGEFJM_01423","IPCEDBCE_01472","BPLIIOBE_01452","LAKMDKJD_01490","HCNCMENI_01415","ABPCLIDI_01536","DPDPODFO_01443","GEBNMNOD_01269","FPOKCNBF_00768","JPMNGIHJ_01412","IENJPBOG_01545","EKEBIHOE_01486","KADELANJ_00989","NDKHHKNJ_01323","PDJHNNAA_01529","PHDCEHKO_01223","OOEMJHNJ_01544"
"group_1397","","hypothetical protein","20","20","1","2","30","","","","266","266","266","BJDFHBJJ_01213","FHFNEIGL_01037","NPNHHEFA_01086","EKGGEFJM_01163","IPCEDBCE_01209","BPLIIOBE_01205","LAKMDKJD_01164","HCNCMENI_01148","ABPCLIDI_00547","DPDPODFO_01508","GEBNMNOD_00494","FPOKCNBF_01165","JPMNGIHJ_00981","IENJPBOG_00040","EKEBIHOE_00721","KADELANJ_00125","NDKHHKNJ_00298","PDJHNNAA_01312","PHDCEHKO_00373","OOEMJHNJ_00474"
"ureH","","Urease accessory protein UreH","20","20","1","5","131","","","","797","797","797","BJDFHBJJ_00350","FHFNEIGL_00352","NPNHHEFA_00929","EKGGEFJM_00933","IPCEDBCE_00052","BPLIIOBE_00121","LAKMDKJD_00351","HCNCMENI_00346","ABPCLIDI_00173","DPDPODFO_00740","GEBNMNOD_01343","FPOKCNBF_01361","JPMNGIHJ_01072","IENJPBOG_00217","EKEBIHOE_00517","KADELANJ_01377","NDKHHKNJ_01387","PDJHNNAA_01263","PHDCEHKO_00509","OOEMJHNJ_00300"
"yohD_2","","Inner membrane protein YohD","20","20","1","1","363","","","","581","581","581","BJDFHBJJ_01154","FHFNEIGL_00490","NPNHHEFA_01137","EKGGEFJM_01221","IPCEDBCE_01266","BPLIIOBE_01247","LAKMDKJD_01206","HCNCMENI_01207","ABPCLIDI_01250","DPDPODFO_01028","GEBNMNOD_01093","FPOKCNBF_00419","JPMNGIHJ_01271","IENJPBOG_01296","EKEBIHOE_00835","KADELANJ_00774","NDKHHKNJ_00424","PDJHNNAA_00419","PHDCEHKO_00430","OOEMJHNJ_01489"
"group_1400","","hypothetical protein","20","20","1","4","20","","","","173","173","173","BJDFHBJJ_00159","FHFNEIGL_00156","NPNHHEFA_00155","EKGGEFJM_00152","IPCEDBCE_00323","BPLIIOBE_00187","LAKMDKJD_00156","HCNCMENI_00154","ABPCLIDI_00255","DPDPODFO_00016","GEBNMNOD_00178","FPOKCNBF_00098","JPMNGIHJ_01462","IENJPBOG_01188","EKEBIHOE_00229","KADELANJ_00727","NDKHHKNJ_00822","PDJHNNAA_00897","PHDCEHKO_00127","OOEMJHNJ_00382"
"group_1401","","AP-4-A phosphorylase","20","20","1","4","78","","","","485","485","485","BJDFHBJJ_00016","FHFNEIGL_00015","NPNHHEFA_00015","EKGGEFJM_00015","IPCEDBCE_00186","BPLIIOBE_00324","LAKMDKJD_00015","HCNCMENI_00015","ABPCLIDI_00852","DPDPODFO_00095","GEBNMNOD_00261","FPOKCNBF_00176","JPMNGIHJ_00891","IENJPBOG_00934","EKEBIHOE_00795","KADELANJ_00560","NDKHHKNJ_00166","PDJHNNAA_00158","PHDCEHKO_01448","OOEMJHNJ_00049"
"ilvE","","Branched-chain-amino-acid transaminase 1","20","20","1","1","675","","","","1022","1022","1022","BJDFHBJJ_00561","FHFNEIGL_00619","NPNHHEFA_00410","EKGGEFJM_00603","IPCEDBCE_00594","BPLIIOBE_00762","LAKMDKJD_00472","HCNCMENI_00613","ABPCLIDI_00700","DPDPODFO_00819","GEBNMNOD_00090","FPOKCNBF_00621","JPMNGIHJ_00312","IENJPBOG_00309","EKEBIHOE_00152","KADELANJ_00384","NDKHHKNJ_00080","PDJHNNAA_00065","PHDCEHKO_00284","OOEMJHNJ_00971"
"rplS","","50S ribosomal protein L19","20","20","1","1","347","","","","356","356","356","BJDFHBJJ_01139","FHFNEIGL_00505","NPNHHEFA_01152","EKGGEFJM_01206","IPCEDBCE_01251","BPLIIOBE_01232","LAKMDKJD_01191","HCNCMENI_01191","ABPCLIDI_01235","DPDPODFO_01043","GEBNMNOD_01078","FPOKCNBF_00404","JPMNGIHJ_01286","IENJPBOG_01281","EKEBIHOE_00850","KADELANJ_00759","NDKHHKNJ_00439","PDJHNNAA_00404","PHDCEHKO_00415","OOEMJHNJ_01504"
"group_1404","","Putative TrmH family tRNA/rRNA methyltransferase","20","20","1","2","282","","","","683","683","683","BJDFHBJJ_00201","FHFNEIGL_00265","NPNHHEFA_00197","EKGGEFJM_00264","IPCEDBCE_00436","BPLIIOBE_00435","LAKMDKJD_00199","HCNCMENI_00267","ABPCLIDI_00350","DPDPODFO_00520","GEBNMNOD_00405","FPOKCNBF_00872","JPMNGIHJ_00474","IENJPBOG_00725","EKEBIHOE_00879","KADELANJ_00601","NDKHHKNJ_00710","PDJHNNAA_00239","PHDCEHKO_00692","OOEMJHNJ_00244"
"group_1405","","hypothetical protein","20","20","1","1","56","","","","1532","1532","1532","BJDFHBJJ_00539","FHFNEIGL_00640","NPNHHEFA_00432","EKGGEFJM_00625","IPCEDBCE_00615","BPLIIOBE_00784","LAKMDKJD_00450","HCNCMENI_00635","ABPCLIDI_00722","DPDPODFO_00840","GEBNMNOD_00068","FPOKCNBF_00600","JPMNGIHJ_00334","IENJPBOG_00288","EKEBIHOE_00131","KADELANJ_00406","NDKHHKNJ_00102","PDJHNNAA_00044","PHDCEHKO_00305","OOEMJHNJ_00105"
"vapD_1","","Endoribonuclease VapD","20","20","1","1","498","","","","284","284","284","BJDFHBJJ_00407","FHFNEIGL_01566","NPNHHEFA_00296","EKGGEFJM_01516","IPCEDBCE_00660","BPLIIOBE_00566","LAKMDKJD_00500","HCNCMENI_00499","ABPCLIDI_00989","DPDPODFO_00336","GEBNMNOD_00633","FPOKCNBF_00248","JPMNGIHJ_01169","IENJPBOG_01084","EKEBIHOE_00316","KADELANJ_00230","NDKHHKNJ_01214","PDJHNNAA_00724","PHDCEHKO_00808","OOEMJHNJ_00803"
"group_1407","","hypothetical protein","20","20","1","1","290","","","","1316","1316","1316","BJDFHBJJ_00702","FHFNEIGL_00794","NPNHHEFA_01432","EKGGEFJM_00482","IPCEDBCE_00480","BPLIIOBE_00477","LAKMDKJD_00701","HCNCMENI_01471","ABPCLIDI_01187","DPDPODFO_00254","GEBNMNOD_01427","FPOKCNBF_00986","JPMNGIHJ_00559","IENJPBOG_00446","EKEBIHOE_00632","KADELANJ_00017","NDKHHKNJ_01076","PDJHNNAA_01047","PHDCEHKO_01049","OOEMJHNJ_00551"
"group_1408","","hypothetical protein","20","20","1","2","372","","","","395","395","395","BJDFHBJJ_00282","FHFNEIGL_00181","NPNHHEFA_00280","EKGGEFJM_00182","IPCEDBCE_00354","BPLIIOBE_00354","LAKMDKJD_00283","HCNCMENI_00184","ABPCLIDI_01439","DPDPODFO_00438","GEBNMNOD_00324","FPOKCNBF_00790","JPMNGIHJ_00392","IENJPBOG_00808","EKEBIHOE_00666","KADELANJ_00685","NDKHHKNJ_00792","PDJHNNAA_00322","PHDCEHKO_00609","OOEMJHNJ_00162"
"group_1409","","hypothetical protein","20","20","1","2","120","","","","2738","2738","2738","BJDFHBJJ_00626","FHFNEIGL_00717","NPNHHEFA_00611","EKGGEFJM_00801","IPCEDBCE_00979","BPLIIOBE_00929","LAKMDKJD_01013","HCNCMENI_00904","ABPCLIDI_01376","DPDPODFO_01418","GEBNMNOD_00769","FPOKCNBF_00353","JPMNGIHJ_00748","IENJPBOG_00551","EKEBIHOE_01271","KADELANJ_01232","NDKHHKNJ_01042","PDJHNNAA_00384","PHDCEHKO_00577","OOEMJHNJ_01232"
"rplK","","50S ribosomal protein L11","20","20","1","1","541","","","","425","425","425","BJDFHBJJ_01124","FHFNEIGL_00449","NPNHHEFA_00840","EKGGEFJM_01125","IPCEDBCE_01140","BPLIIOBE_01121","LAKMDKJD_00967","HCNCMENI_01350","ABPCLIDI_00427","DPDPODFO_00989","GEBNMNOD_00912","FPOKCNBF_00719","JPMNGIHJ_01370","IENJPBOG_00347","EKEBIHOE_00042","KADELANJ_00854","NDKHHKNJ_00454","PDJHNNAA_00550","PHDCEHKO_01278","OOEMJHNJ_00899"
"virB4_3","","Type IV secretion system protein virB4","20","20","1","3","200","","","","2576","2576","2576","BJDFHBJJ_01262","FHFNEIGL_01202","NPNHHEFA_01409","EKGGEFJM_01380","IPCEDBCE_01313","BPLIIOBE_01290","LAKMDKJD_01250","HCNCMENI_01446","ABPCLIDI_01015","DPDPODFO_00603","GEBNMNOD_01489","FPOKCNBF_01081","JPMNGIHJ_01501","IENJPBOG_01399","EKEBIHOE_01186","KADELANJ_01033","NDKHHKNJ_01467","PDJHNNAA_00845","PHDCEHKO_01313","OOEMJHNJ_01211"
"group_1412","","hypothetical protein","20","20","1","3","265","","","","230","230","230","BJDFHBJJ_00928","FHFNEIGL_00537","NPNHHEFA_00707","EKGGEFJM_00998","IPCEDBCE_00778","BPLIIOBE_00682","LAKMDKJD_00947","HCNCMENI_01001","ABPCLIDI_01304","DPDPODFO_01341","GEBNMNOD_01011","FPOKCNBF_01440","JPMNGIHJ_00848","IENJPBOG_01011","EKEBIHOE_01026","KADELANJ_00953","NDKHHKNJ_00553","PDJHNNAA_01448","PHDCEHKO_00229","OOEMJHNJ_01008"
"group_1413","","hypothetical protein","20","20","1","1","111","","","","866","866","866","BJDFHBJJ_00863","FHFNEIGL_00821","NPNHHEFA_00682","EKGGEFJM_00829","IPCEDBCE_01049","BPLIIOBE_00988","LAKMDKJD_00815","HCNCMENI_00975","ABPCLIDI_01070","DPDPODFO_00281","GEBNMNOD_01246","FPOKCNBF_01069","JPMNGIHJ_00275","IENJPBOG_00834","EKEBIHOE_01422","KADELANJ_00175","NDKHHKNJ_00653","PDJHNNAA_00133","PHDCEHKO_00922","OOEMJHNJ_01345"
"tcyB","","L-cystine transport system permease protein TcyB","20","20","1","3","116","","","","713","713","713","BJDFHBJJ_00958","FHFNEIGL_00891","NPNHHEFA_00985","EKGGEFJM_01027","IPCEDBCE_01074","BPLIIOBE_01055","LAKMDKJD_01078","HCNCMENI_00444","ABPCLIDI_00659","DPDPODFO_00930","GEBNMNOD_01176","FPOKCNBF_00529","JPMNGIHJ_01226","IENJPBOG_01233","EKEBIHOE_00273","KADELANJ_00496","NDKHHKNJ_00352","PDJHNNAA_00992","PHDCEHKO_00082","OOEMJHNJ_01417"
"ppa","","Inorganic pyrophosphatase","20","20","1","2","357","","","","521","521","521","BJDFHBJJ_00267","FHFNEIGL_00198","NPNHHEFA_00264","EKGGEFJM_00197","IPCEDBCE_00369","BPLIIOBE_00369","LAKMDKJD_00266","HCNCMENI_00200","ABPCLIDI_01424","DPDPODFO_00453","GEBNMNOD_00339","FPOKCNBF_00805","JPMNGIHJ_00407","IENJPBOG_00793","EKEBIHOE_00651","KADELANJ_00670","NDKHHKNJ_00777","PDJHNNAA_00307","PHDCEHKO_00624","OOEMJHNJ_00177"
"dpnA_2","","Modification methylase DpnIIB","20","20","1","5","153","","","","698","698","698","BJDFHBJJ_00368","FHFNEIGL_00332","NPNHHEFA_01036","EKGGEFJM_00385","IPCEDBCE_00070","BPLIIOBE_00103","LAKMDKJD_00370","HCNCMENI_00364","ABPCLIDI_00155","DPDPODFO_00722","GEBNMNOD_01361","FPOKCNBF_00198","JPMNGIHJ_00008","IENJPBOG_00199","EKEBIHOE_00499","KADELANJ_01416","NDKHHKNJ_01164","PDJHNNAA_00488","PHDCEHKO_01391","OOEMJHNJ_00318"
"aspA","","Aspartate ammonia-lyase","20","20","1","2","386","","","","1406","1406","1406","BJDFHBJJ_00294","FHFNEIGL_00168","NPNHHEFA_00293","EKGGEFJM_00169","IPCEDBCE_00341","BPLIIOBE_00341","LAKMDKJD_00296","HCNCMENI_00171","ABPCLIDI_01452","DPDPODFO_00425","GEBNMNOD_00311","FPOKCNBF_00777","JPMNGIHJ_00379","IENJPBOG_00821","EKEBIHOE_00679","KADELANJ_00698","NDKHHKNJ_00805","PDJHNNAA_00335","PHDCEHKO_00596","OOEMJHNJ_00149"
"proS","","Proline--tRNA ligase","20","20","1","1","415","","","","1733","1733","1733","BJDFHBJJ_00485","FHFNEIGL_01423","NPNHHEFA_00373","EKGGEFJM_00565","IPCEDBCE_00736","BPLIIOBE_00642","LAKMDKJD_00578","HCNCMENI_00576","ABPCLIDI_00913","DPDPODFO_00412","GEBNMNOD_00709","FPOKCNBF_00324","JPMNGIHJ_01093","IENJPBOG_01161","EKEBIHOE_00392","KADELANJ_00306","NDKHHKNJ_01290","PDJHNNAA_00648","PHDCEHKO_00732","OOEMJHNJ_00879"
"lolA","","Outer-membrane lipoprotein carrier protein","20","20","1","4","125","","","","554","554","554","BJDFHBJJ_00063","FHFNEIGL_00062","NPNHHEFA_00061","EKGGEFJM_00059","IPCEDBCE_00230","BPLIIOBE_00280","LAKMDKJD_00061","HCNCMENI_00061","ABPCLIDI_00896","DPDPODFO_00051","GEBNMNOD_00305","FPOKCNBF_00132","JPMNGIHJ_00935","IENJPBOG_00978","EKEBIHOE_00751","KADELANJ_00516","NDKHHKNJ_00210","PDJHNNAA_00202","PHDCEHKO_01404","OOEMJHNJ_00005"
"dnaJ","","Chaperone protein DnaJ","20","20","1","1","259","","","","1109","1109","1109","BJDFHBJJ_00730","FHFNEIGL_01510","NPNHHEFA_00472","EKGGEFJM_00743","IPCEDBCE_00921","BPLIIOBE_00823","LAKMDKJD_00599","HCNCMENI_00761","ABPCLIDI_01480","DPDPODFO_01085","GEBNMNOD_00815","FPOKCNBF_01214","JPMNGIHJ_00066","IENJPBOG_00610","EKEBIHOE_00441","KADELANJ_01044","NDKHHKNJ_01501","PDJHNNAA_01019","PHDCEHKO_00858","OOEMJHNJ_00792"
"pomA","","Chemotaxis protein PomA","20","20","1","4","160","","","","773","773","773","BJDFHBJJ_00093","FHFNEIGL_00092","NPNHHEFA_00091","EKGGEFJM_00089","IPCEDBCE_00260","BPLIIOBE_00250","LAKMDKJD_00092","HCNCMENI_00091","ABPCLIDI_00804","DPDPODFO_00143","GEBNMNOD_00566","FPOKCNBF_00025","JPMNGIHJ_00199","IENJPBOG_00098","EKEBIHOE_01130","KADELANJ_01157","NDKHHKNJ_00240","PDJHNNAA_01117","PHDCEHKO_01090","OOEMJHNJ_01155"
"group_1422","","hypothetical protein","20","20","1","2","312","","","","974","974","974","BJDFHBJJ_00229","FHFNEIGL_00237","NPNHHEFA_00225","EKGGEFJM_00236","IPCEDBCE_00408","BPLIIOBE_00407","LAKMDKJD_00228","HCNCMENI_00239","ABPCLIDI_00322","DPDPODFO_00492","GEBNMNOD_00377","FPOKCNBF_00844","JPMNGIHJ_00446","IENJPBOG_00753","EKEBIHOE_00907","KADELANJ_00631","NDKHHKNJ_00738","PDJHNNAA_00267","PHDCEHKO_00664","OOEMJHNJ_00216"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","20","20","1","2","183","","","","557","557","557","BJDFHBJJ_01461","FHFNEIGL_01391","NPNHHEFA_01386","EKGGEFJM_01410","IPCEDBCE_01485","BPLIIOBE_01465","LAKMDKJD_01476","HCNCMENI_01402","ABPCLIDI_01523","DPDPODFO_01456","GEBNMNOD_01282","FPOKCNBF_00755","JPMNGIHJ_01425","IENJPBOG_01532","EKEBIHOE_01473","KADELANJ_01002","NDKHHKNJ_01310","PDJHNNAA_01516","PHDCEHKO_01210","OOEMJHNJ_01557"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","20","20","1","3","94","","","","938","938","938","BJDFHBJJ_00984","FHFNEIGL_00917","NPNHHEFA_00959","EKGGEFJM_01053","IPCEDBCE_01100","BPLIIOBE_01081","LAKMDKJD_01104","HCNCMENI_00470","ABPCLIDI_00633","DPDPODFO_00904","GEBNMNOD_01150","FPOKCNBF_00503","JPMNGIHJ_01200","IENJPBOG_01259","EKEBIHOE_00299","KADELANJ_00470","NDKHHKNJ_00378","PDJHNNAA_00966","PHDCEHKO_00056","OOEMJHNJ_01391"
"atpG","","ATP synthase gamma chain","20","20","1","2","172","","","","905","905","905","BJDFHBJJ_01471","FHFNEIGL_01400","NPNHHEFA_01395","EKGGEFJM_01419","IPCEDBCE_01476","BPLIIOBE_01456","LAKMDKJD_01486","HCNCMENI_01411","ABPCLIDI_01532","DPDPODFO_01447","GEBNMNOD_01273","FPOKCNBF_00764","JPMNGIHJ_01416","IENJPBOG_01541","EKEBIHOE_01482","KADELANJ_00993","NDKHHKNJ_01319","PDJHNNAA_01525","PHDCEHKO_01219","OOEMJHNJ_01548"
"group_1426","","hypothetical protein","20","20","1","1","357","","","","2090","2090","2090","BJDFHBJJ_01148","FHFNEIGL_00496","NPNHHEFA_01143","EKGGEFJM_01215","IPCEDBCE_01260","BPLIIOBE_01241","LAKMDKJD_01200","HCNCMENI_01201","ABPCLIDI_01244","DPDPODFO_01034","GEBNMNOD_01087","FPOKCNBF_00413","JPMNGIHJ_01277","IENJPBOG_01290","EKEBIHOE_00841","KADELANJ_00768","NDKHHKNJ_00430","PDJHNNAA_00413","PHDCEHKO_00424","OOEMJHNJ_01495"
"acxC","","Acetone carboxylase gamma subunit","20","20","1","2","92","","","","500","500","500","BJDFHBJJ_00599","FHFNEIGL_00690","NPNHHEFA_00584","EKGGEFJM_00774","IPCEDBCE_00952","BPLIIOBE_00956","LAKMDKJD_01041","HCNCMENI_00875","ABPCLIDI_01402","DPDPODFO_01391","GEBNMNOD_00743","FPOKCNBF_00380","JPMNGIHJ_00721","IENJPBOG_00578","EKEBIHOE_01298","KADELANJ_01258","NDKHHKNJ_01015","PDJHNNAA_00358","PHDCEHKO_00551","OOEMJHNJ_01258"
"group_1428","","hypothetical protein","20","20","1","5","5","","","","686","686","686","BJDFHBJJ_01012","FHFNEIGL_00945","NPNHHEFA_00762","EKGGEFJM_00284","IPCEDBCE_00171","BPLIIOBE_00001","LAKMDKJD_00891","HCNCMENI_01056","ABPCLIDI_00590","DPDPODFO_01237","GEBNMNOD_00194","FPOKCNBF_01388","JPMNGIHJ_00542","IENJPBOG_01347","EKEBIHOE_01081","KADELANJ_01214","NDKHHKNJ_01420","PDJHNNAA_00937","PHDCEHKO_01498","OOEMJHNJ_01098"
"group_1429","","hypothetical protein","20","20","1","3","107","","","","1013","1013","1013","BJDFHBJJ_00971","FHFNEIGL_00904","NPNHHEFA_00972","EKGGEFJM_01040","IPCEDBCE_01087","BPLIIOBE_01068","LAKMDKJD_01091","HCNCMENI_00457","ABPCLIDI_00646","DPDPODFO_00917","GEBNMNOD_01163","FPOKCNBF_00516","JPMNGIHJ_01213","IENJPBOG_01246","EKEBIHOE_00286","KADELANJ_00483","NDKHHKNJ_00365","PDJHNNAA_00979","PHDCEHKO_00069","OOEMJHNJ_01404"
"group_1430","","hypothetical protein","20","20","1","3","89","","","","1646","1646","1646","BJDFHBJJ_00989","FHFNEIGL_00922","NPNHHEFA_00954","EKGGEFJM_01058","IPCEDBCE_01105","BPLIIOBE_01086","LAKMDKJD_01109","HCNCMENI_00475","ABPCLIDI_00628","DPDPODFO_00899","GEBNMNOD_01145","FPOKCNBF_00498","JPMNGIHJ_01195","IENJPBOG_01264","EKEBIHOE_00304","KADELANJ_00465","NDKHHKNJ_00383","PDJHNNAA_00961","PHDCEHKO_00051","OOEMJHNJ_01386"
"ftsY","","Signal recognition particle receptor FtsY","20","20","1","4","104","","","","881","881","881","BJDFHBJJ_00040","FHFNEIGL_00039","NPNHHEFA_00038","EKGGEFJM_00038","IPCEDBCE_00209","BPLIIOBE_00301","LAKMDKJD_00038","HCNCMENI_00039","ABPCLIDI_00875","DPDPODFO_00072","GEBNMNOD_00284","FPOKCNBF_00153","JPMNGIHJ_00914","IENJPBOG_00957","EKEBIHOE_00772","KADELANJ_00537","NDKHHKNJ_00189","PDJHNNAA_00181","PHDCEHKO_01425","OOEMJHNJ_00026"
"ggt","","Gamma-glutamyltranspeptidase","20","20","1","2","189","","","","1703","1703","1703","BJDFHBJJ_01455","FHFNEIGL_01385","NPNHHEFA_01380","EKGGEFJM_01404","IPCEDBCE_01491","BPLIIOBE_01471","LAKMDKJD_01470","HCNCMENI_01396","ABPCLIDI_01517","DPDPODFO_01462","GEBNMNOD_01288","FPOKCNBF_00749","JPMNGIHJ_01431","IENJPBOG_01526","EKEBIHOE_01467","KADELANJ_01008","NDKHHKNJ_01304","PDJHNNAA_01510","PHDCEHKO_01204","OOEMJHNJ_01563"
"comM","","Competence protein ComM","20","20","1","4","132","","","","1520","1520","1520","BJDFHBJJ_00070","FHFNEIGL_00069","NPNHHEFA_00068","EKGGEFJM_00066","IPCEDBCE_00237","BPLIIOBE_00273","LAKMDKJD_00068","HCNCMENI_00068","ABPCLIDI_00780","DPDPODFO_00166","GEBNMNOD_00589","FPOKCNBF_00002","JPMNGIHJ_00176","IENJPBOG_00122","EKEBIHOE_01106","KADELANJ_01134","NDKHHKNJ_00217","PDJHNNAA_01094","PHDCEHKO_01067","OOEMJHNJ_01132"
"copP","","COP-associated protein","20","20","1","3","256","","","","200","200","200","BJDFHBJJ_00938","FHFNEIGL_00527","NPNHHEFA_00697","EKGGEFJM_01007","IPCEDBCE_00768","BPLIIOBE_00673","LAKMDKJD_01449","HCNCMENI_00991","ABPCLIDI_01295","DPDPODFO_01350","GEBNMNOD_01020","FPOKCNBF_01431","JPMNGIHJ_00857","IENJPBOG_01002","EKEBIHOE_01017","KADELANJ_00962","NDKHHKNJ_00562","PDJHNNAA_01457","PHDCEHKO_00238","OOEMJHNJ_00999"
"group_1435","","hypothetical protein","20","20","1","3","263","","","","602","602","602","BJDFHBJJ_00931","FHFNEIGL_00534","NPNHHEFA_00704","EKGGEFJM_01001","IPCEDBCE_00775","BPLIIOBE_00679","LAKMDKJD_00950","HCNCMENI_00998","ABPCLIDI_01301","DPDPODFO_01344","GEBNMNOD_01014","FPOKCNBF_01437","JPMNGIHJ_00851","IENJPBOG_01008","EKEBIHOE_01023","KADELANJ_00956","NDKHHKNJ_00556","PDJHNNAA_01451","PHDCEHKO_00232","OOEMJHNJ_01005"
"cadA","","Cadmium, zinc and cobalt-transporting ATPase","20","20","1","4","131","","","","2060","2060","2060","BJDFHBJJ_00069","FHFNEIGL_00068","NPNHHEFA_00067","EKGGEFJM_00065","IPCEDBCE_00236","BPLIIOBE_00274","LAKMDKJD_00067","HCNCMENI_00067","ABPCLIDI_00779","DPDPODFO_00167","GEBNMNOD_00590","FPOKCNBF_00001","JPMNGIHJ_00175","IENJPBOG_00123","EKEBIHOE_01105","KADELANJ_01133","NDKHHKNJ_00216","PDJHNNAA_01093","PHDCEHKO_01066","OOEMJHNJ_01131"
"serA","","D-3-phosphoglycerate dehydrogenase","20","20","1","2","406","","","","1574","1574","1574","BJDFHBJJ_01406","FHFNEIGL_01317","NPNHHEFA_01332","EKGGEFJM_01304","IPCEDBCE_01418","BPLIIOBE_01398","LAKMDKJD_01400","HCNCMENI_01289","ABPCLIDI_00490","DPDPODFO_01256","GEBNMNOD_01057","FPOKCNBF_01122","JPMNGIHJ_01307","IENJPBOG_01497","EKEBIHOE_00196","KADELANJ_00336","NDKHHKNJ_01139","PDJHNNAA_00462","PHDCEHKO_00019","OOEMJHNJ_00686"
"mepM_3","","Murein DD-endopeptidase MepM","20","20","1","2","232","","","","1163","1163","1163","BJDFHBJJ_01303","FHFNEIGL_01238","NPNHHEFA_01230","EKGGEFJM_01267","IPCEDBCE_01353","BPLIIOBE_01329","LAKMDKJD_01291","HCNCMENI_01248","ABPCLIDI_00398","DPDPODFO_00568","GEBNMNOD_00453","FPOKCNBF_00461","JPMNGIHJ_00674","IENJPBOG_00408","EKEBIHOE_01366","KADELANJ_00079","NDKHHKNJ_00038","PDJHNNAA_00619","PHDCEHKO_00826","OOEMJHNJ_00433"
